Tier,Topic,Model,Dataset,Accuracy,ROC AUC,Positive Samples,Positive Ratio,Precision,Recall,F1 Score
tier 6,tampering with records,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 6,tampering with records,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 6,animal neglect,XGBoost,Train,0.9991189427312775,0.9332447593740774,30,0.0052863436123348016,0.9629629629629629,0.8666666666666667,0.9122807017543859
tier 6,animal neglect,XGBoost,Validation,0.995260663507109,0.6664016958134604,12,0.00631911532385466,0.8,0.3333333333333333,0.47058823529411764
tier 6,sexual assault,XGBoost,Train,0.9998237885462555,0.9891304347826086,46,0.008105726872246696,1.0,0.9782608695652174,0.989010989010989
tier 6,sexual assault,XGBoost,Validation,0.9973670352817272,0.8994692144373673,15,0.007898894154818325,0.8571428571428571,0.8,0.8275862068965517
tier 6,assault with a special victim,XGBoost,Train,0.9994713656387665,0.75,6,0.0010572687224669603,1.0,0.5,0.6666666666666666
tier 6,assault with a special victim,XGBoost,Validation,0.9984202211690363,0.5,3,0.001579778830963665,1.0,0.0,0.0
tier 6,bank robbery,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 6,bank robbery,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 6,violent crimes,XGBoost,Train,0.9996475770925111,0.8,5,0.000881057268722467,1.0,0.6,0.75
tier 6,violent crimes,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 6,violation of the false claims act,XGBoost,Train,1.0,1.0,53,0.00933920704845815,1.0,1.0,1.0
tier 6,violation of the false claims act,XGBoost,Validation,0.9915745129015271,0.6661341853035143,21,0.011058451816745656,0.7777777777777778,0.3333333333333333,0.4666666666666667
tier 6,resisting arrest,XGBoost,Train,0.9998237885462555,0.9864864864864865,37,0.006519823788546255,1.0,0.972972972972973,0.9863013698630136
tier 6,resisting arrest,XGBoost,Validation,0.9994734070563455,0.9583333333333333,12,0.00631911532385466,1.0,0.9166666666666666,0.9565217391304348
tier 6,child pornography,XGBoost,Train,0.9996475770925111,0.9443561987684825,9,0.0015859030837004405,0.8888888888888888,0.8888888888888888,0.8888888888888888
tier 6,child pornography,XGBoost,Validation,0.9963138493944181,0.5711643008154637,7,0.003686150605581885,0.5,0.14285714285714285,0.2222222222222222
tier 6,assault with deadly weapon,XGBoost,Train,0.9996475770925111,0.9544571777092964,11,0.0019383259911894273,0.9090909090909091,0.9090909090909091,0.9090909090909091
tier 6,assault with deadly weapon,XGBoost,Validation,0.9968404423380727,0.8117067689053411,8,0.00421274354923644,0.625,0.625,0.625
tier 6,sex trafficking,XGBoost,Train,0.9998237885462555,0.9895833333333333,48,0.008458149779735682,1.0,0.9791666666666666,0.9894736842105263
tier 6,sex trafficking,XGBoost,Validation,0.9947340705634544,0.7641745327248859,17,0.008952080042127435,0.8181818181818182,0.5294117647058824,0.6428571428571429
tier 6,transportation of terrorists,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 6,transportation of terrorists,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 6,vehicle burglary,XGBoost,Train,1.0,1.0,27,0.004757709251101322,1.0,1.0,1.0
tier 6,vehicle burglary,XGBoost,Validation,0.9984202211690363,0.625,4,0.00210637177461822,1.0,0.25,0.4
tier 6,illegal possession of firearms,XGBoost,Train,1.0,1.0,47,0.00828193832599119,1.0,1.0,1.0
tier 6,illegal possession of firearms,XGBoost,Validation,0.9926276987888363,0.7486709197235514,18,0.009478672985781991,0.6428571428571429,0.5,0.5625
tier 6,financial abuse,XGBoost,Train,1.0,1.0,28,0.004933920704845815,1.0,1.0,1.0
tier 6,financial abuse,XGBoost,Validation,0.9957872564507636,0.7494700582935876,12,0.00631911532385466,0.75,0.5,0.6
tier 6,false statement on a record of a gun purchase,XGBoost,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 6,false statement on a record of a gun purchase,XGBoost,Validation,0.9968404423380727,0.6242084432717679,4,0.00210637177461822,0.25,0.25,0.25
tier 6,trafficking in fraudulent goods,XGBoost,Train,0.9998237885462555,0.9375,8,0.0014096916299559472,1.0,0.875,0.9333333333333333
tier 6,trafficking in fraudulent goods,XGBoost,Validation,0.9968404423380727,0.4997360084477297,5,0.0026329647182727752,0.0,0.0,0.0
tier 6,providing material support to terrorists,XGBoost,Train,0.9998237885462555,0.9919354838709677,62,0.01092511013215859,1.0,0.9838709677419355,0.991869918699187
tier 6,providing material support to terrorists,XGBoost,Validation,0.9984202211690363,0.9,15,0.007898894154818325,1.0,0.8,0.8888888888888888
tier 6,shoplifting,XGBoost,Train,0.9996475770925111,0.9958333333333333,240,0.04229074889867841,1.0,0.9916666666666667,0.99581589958159
tier 6,shoplifting,XGBoost,Validation,0.9968404423380727,0.973135664174149,76,0.040021063717746184,0.972972972972973,0.9473684210526315,0.96
tier 6,illegal fishing,XGBoost,Train,1.0,1.0,56,0.00986784140969163,1.0,1.0,1.0
tier 6,illegal fishing,XGBoost,Validation,0.9963138493944181,0.8157894736842105,19,0.010005265929436546,1.0,0.631578947368421,0.7741935483870968
tier 6,reckless driving,XGBoost,Train,0.9998237885462555,0.9285714285714286,7,0.0012334801762114538,1.0,0.8571428571428571,0.9230769230769231
tier 6,reckless driving,XGBoost,Validation,0.9989468141126909,0.6666666666666666,3,0.001579778830963665,1.0,0.3333333333333333,0.5
tier 6,hit and run,XGBoost,Train,0.9998237885462555,0.9,5,0.000881057268722467,1.0,0.8,0.8888888888888888
tier 6,hit and run,XGBoost,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 6,possessing stolen property,XGBoost,Train,0.9998237885462555,0.9999114103472714,31,0.005462555066079295,0.96875,1.0,0.9841269841269841
tier 6,possessing stolen property,XGBoost,Validation,1.0,1.0,4,0.00210637177461822,1.0,1.0,1.0
tier 6,honest services wire fraud,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 6,honest services wire fraud,XGBoost,Validation,0.9989468141126909,0.874736147757256,4,0.00210637177461822,0.75,0.75,0.75
tier 6,aggravated identity theft,XGBoost,Train,1.0,1.0,62,0.01092511013215859,1.0,1.0,1.0
tier 6,aggravated identity theft,XGBoost,Validation,0.989468141126909,0.7796431440814141,32,0.01685097419694576,0.75,0.5625,0.6428571428571429
tier 6,vandalism,XGBoost,Train,0.9998237885462555,0.9722222222222222,18,0.003171806167400881,1.0,0.9444444444444444,0.9714285714285714
tier 6,vandalism,XGBoost,Validation,0.995260663507109,0.6494706193753309,10,0.0052659294365455505,0.6,0.3,0.4
tier 6,possession of a firearm in furtherance of drug trafficking,XGBoost,Train,0.9998237885462555,0.9999117543240381,9,0.0015859030837004405,0.9,1.0,0.9473684210526315
tier 6,possession of a firearm in furtherance of drug trafficking,XGBoost,Validation,1.0,1.0,2,0.00105318588730911,1.0,1.0,1.0
tier 6,healthcare fraud,XGBoost,Train,0.9996475770925111,0.9736842105263157,38,0.006696035242290749,1.0,0.9473684210526315,0.972972972972973
tier 6,healthcare fraud,XGBoost,Validation,0.9931542917324908,0.7489367357788411,18,0.009478672985781991,0.6923076923076923,0.5,0.5806451612903226
tier 6,aggravated kidnapping,XGBoost,Train,0.9996475770925111,0.8571428571428572,7,0.0012334801762114538,1.0,0.7142857142857143,0.8333333333333334
tier 6,aggravated kidnapping,XGBoost,Validation,0.9978936282253817,0.5,4,0.00210637177461822,1.0,0.0,0.0
tier 6,fugitives from justice,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 6,fugitives from justice,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 6,animal cruelty,XGBoost,Train,0.998590308370044,0.9905835229073436,221,0.03894273127753304,0.9819004524886877,0.9819004524886877,0.9819004524886877
tier 6,animal cruelty,XGBoost,Validation,0.9915745129015271,0.9488910741566721,62,0.03264876250658241,0.8484848484848485,0.9032258064516129,0.875
tier 6,obstructing witnesses and evidence,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 6,obstructing witnesses and evidence,XGBoost,Validation,0.9989468141126909,0.6666666666666666,3,0.001579778830963665,1.0,0.3333333333333333,0.5
tier 6,demand for ransom money,XGBoost,Train,0.9996475770925111,0.9,10,0.001762114537444934,1.0,0.8,0.8888888888888888
tier 6,demand for ransom money,XGBoost,Validation,0.9984202211690363,0.6664029535864978,3,0.001579778830963665,0.5,0.3333333333333333,0.4
tier 6,honest services mail fraud,XGBoost,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 6,honest services mail fraud,XGBoost,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 6,hate crime acts,XGBoost,Train,0.9996475770925111,0.9545454545454546,22,0.0038766519823788545,1.0,0.9090909090909091,0.9523809523809523
tier 6,hate crime acts,XGBoost,Validation,0.9957872564507636,0.610846560846561,9,0.004739336492890996,0.6666666666666666,0.2222222222222222,0.3333333333333333
tier 6,distribution of child pornography,XGBoost,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 6,distribution of child pornography,XGBoost,Validation,0.9984202211690363,0.8997353096876655,10,0.0052659294365455505,0.8888888888888888,0.8,0.8421052631578947
tier 6,kidnapping,XGBoost,Train,0.9996475770925111,0.9696969696969697,33,0.005814977973568282,1.0,0.9393939393939394,0.96875
tier 6,kidnapping,XGBoost,Validation,0.9921011058451816,0.5376662044212415,13,0.006845708267509215,0.25,0.07692307692307693,0.11764705882352941
tier 6,dogfighting,XGBoost,Train,1.0,1.0,23,0.004052863436123348,1.0,1.0,1.0
tier 6,dogfighting,XGBoost,Validation,0.9973670352817272,0.6244722955145119,4,0.00210637177461822,0.3333333333333333,0.25,0.2857142857142857
tier 6,check fraud,XGBoost,Train,0.9998237885462555,0.9848484848484849,33,0.005814977973568282,1.0,0.9696969696969697,0.9846153846153847
tier 6,check fraud,XGBoost,Validation,0.9947340705634544,0.6492059290629962,10,0.0052659294365455505,0.5,0.3,0.375
tier 6,receiving stolen property,XGBoost,Train,1.0,1.0,81,0.014273127753303964,1.0,1.0,1.0
tier 6,receiving stolen property,XGBoost,Validation,0.9984202211690363,0.9580666666666666,24,0.01263823064770932,0.9565217391304348,0.9166666666666666,0.9361702127659575
tier 6,blackmail,XGBoost,Train,0.9991189427312775,0.868421052631579,19,0.0033480176211453743,1.0,0.7368421052631579,0.8484848484848485
tier 6,blackmail,XGBoost,Validation,0.9984202211690363,0.8330692023243529,6,0.00315955766192733,0.8,0.6666666666666666,0.7272727272727273
tier 6,distribution of controlled substances,XGBoost,Train,0.9998237885462555,0.9886363636363636,44,0.007753303964757709,1.0,0.9772727272727273,0.9885057471264368
tier 6,distribution of controlled substances,XGBoost,Validation,0.9910479199578726,0.575,20,0.010531858873091101,1.0,0.15,0.2608695652173913
tier 6,deed fraud,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 6,deed fraud,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 6,bribery (financial) of foreign officials,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 6,bribery (financial) of foreign officials,XGBoost,Validation,0.9984202211690363,0.7,5,0.0026329647182727752,1.0,0.4,0.5714285714285714
tier 6,bid rigging,XGBoost,Train,0.9996475770925111,0.5,2,0.0003524229074889868,1.0,0.0,0.0
tier 6,bid rigging,XGBoost,Validation,0.9968404423380727,0.5,6,0.00315955766192733,1.0,0.0,0.0
tier 6,ransomware,XGBoost,Train,0.9996475770925111,0.9998230401698814,24,0.004229074889867841,0.9230769230769231,1.0,0.96
tier 6,ransomware,XGBoost,Validation,0.9989468141126909,0.9994714587737843,7,0.003686150605581885,0.7777777777777778,1.0,0.875
tier 6,child abduction,XGBoost,Train,1.0,1.0,39,0.006872246696035243,1.0,1.0,1.0
tier 6,child abduction,XGBoost,Validation,0.9936808846761453,0.5414016958134605,12,0.00631911532385466,0.5,0.08333333333333333,0.14285714285714285
tier 6,false personation,XGBoost,Train,0.9996475770925111,0.6666666666666666,3,0.0005286343612334801,1.0,0.3333333333333333,0.5
tier 6,false personation,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 6,child enticement,XGBoost,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 6,child enticement,XGBoost,Validation,0.9973670352817272,0.49973614775725594,4,0.00210637177461822,0.0,0.0,0.0
tier 6,cybercrime-related theft of trade secrets,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 6,cybercrime-related theft of trade secrets,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 7,forced labor,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 7,forced labor,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 7,uttering counterfeit obligations or securities,Decision Tree,Train,1.0,1.0,14,0.0024669603524229075,1.0,1.0,1.0
tier 7,uttering counterfeit obligations or securities,Decision Tree,Validation,0.9994734070563455,0.9997361477572559,4,0.00210637177461822,0.8,1.0,0.8888888888888888
tier 7,armed robbery of a bank,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,armed robbery of a bank,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,battery,Decision Tree,Train,1.0,1.0,13,0.0022907488986784142,1.0,1.0,1.0
tier 7,battery,Decision Tree,Validation,0.9978936282253817,0.7994720168954594,5,0.0026329647182727752,0.6,0.6,0.6
tier 7,financial crimes,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,financial crimes,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,aggravated assault/battery,Decision Tree,Train,1.0,1.0,89,0.01568281938325991,1.0,1.0,1.0
tier 7,aggravated assault/battery,Decision Tree,Validation,0.9441811479726172,0.8625872249060654,36,0.018957345971563982,0.2222222222222222,0.7777777777777778,0.345679012345679
tier 7,bribery,Decision Tree,Train,0.9996475770925111,0.9832447593740774,30,0.0052863436123348016,0.9666666666666667,0.9666666666666667,0.9666666666666667
tier 7,bribery,Decision Tree,Validation,0.9942074776197999,0.6489412387506618,10,0.0052659294365455505,0.42857142857142855,0.3,0.35294117647058826
tier 7,illegally prescribing controlled substances,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 7,illegally prescribing controlled substances,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,petty theft,Decision Tree,Train,0.9980616740088105,0.9863224660590885,263,0.04634361233480176,0.9846153846153847,0.973384030418251,0.9789674952198852
tier 7,petty theft,Decision Tree,Validation,0.9831490258030542,0.9114497528830313,78,0.04107424960505529,0.7738095238095238,0.8333333333333334,0.8024691358024691
tier 7,grand theft,Decision Tree,Train,0.9994713656387665,0.9903881650926616,53,0.00933920704845815,0.9629629629629629,0.9811320754716981,0.9719626168224299
tier 7,grand theft,Decision Tree,Validation,0.990521327014218,0.7200956937799042,18,0.009478672985781991,0.5,0.4444444444444444,0.47058823529411764
tier 7,sextortion,Decision Tree,Train,0.999295154185022,0.9047619047619048,21,0.0037004405286343613,1.0,0.8095238095238095,0.8947368421052632
tier 7,sextortion,Decision Tree,Validation,0.9936808846761453,0.7476228209191759,6,0.00315955766192733,0.25,0.5,0.3333333333333333
tier 7,cyber theft,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 7,cyber theft,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 7,child neglect/endangerment,Decision Tree,Train,0.9998237885462555,0.9999118165784833,5,0.000881057268722467,0.8333333333333334,1.0,0.9090909090909091
tier 7,child neglect/endangerment,Decision Tree,Validation,0.9984202211690363,0.8328059071729957,3,0.001579778830963665,0.5,0.6666666666666666,0.5714285714285714
tier 7,homicide,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 7,homicide,Decision Tree,Validation,0.9978936282253817,0.49973628691983124,3,0.001579778830963665,0.0,0.0,0.0
tier 7,armed robbery,Decision Tree,Train,0.9998237885462555,0.9878048780487805,41,0.007224669603524229,1.0,0.975609756097561,0.9876543209876543
tier 7,armed robbery,Decision Tree,Validation,0.9968404423380727,0.8878306878306877,9,0.004739336492890996,0.6363636363636364,0.7777777777777778,0.7
tier 7,indecent exposure,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 7,indecent exposure,Decision Tree,Validation,0.9984202211690363,0.4994731296101159,1,0.000526592943654555,0.0,0.0,0.0
tier 7,public intoxication,Decision Tree,Train,0.9998237885462555,0.9905660377358491,53,0.00933920704845815,1.0,0.9811320754716981,0.9904761904761905
tier 7,public intoxication,Decision Tree,Validation,0.9926276987888363,0.8111666666666667,24,0.01263823064770932,0.75,0.625,0.6818181818181818
tier 7,terroristic threats,Decision Tree,Train,0.9998237885462555,0.9,5,0.000881057268722467,1.0,0.8,0.8888888888888888
tier 7,terroristic threats,Decision Tree,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 7,loan fraud,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,loan fraud,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 7,trafficking in firearms,Decision Tree,Train,0.9998237885462555,0.9926470588235294,68,0.011982378854625551,1.0,0.9852941176470589,0.9925925925925926
tier 7,trafficking in firearms,Decision Tree,Validation,0.9921011058451816,0.8532327139600746,31,0.016324381253291206,0.7857142857142857,0.7096774193548387,0.7457627118644068
tier 7,violation of parole,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,violation of parole,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 7,torture,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 7,torture,Decision Tree,Validation,0.9984202211690363,0.49973642593568796,2,0.00105318588730911,0.0,0.0,0.0
tier 7,running an illegal gambling business,Decision Tree,Train,0.999295154185022,0.9604376161265323,38,0.006696035242290749,0.9722222222222222,0.9210526315789473,0.9459459459459459
tier 7,running an illegal gambling business,Decision Tree,Validation,0.9936808846761453,0.9140169581346053,12,0.00631911532385466,0.5,0.8333333333333334,0.625
tier 7,receiving kickbacks (financial),Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 7,receiving kickbacks (financial),Decision Tree,Validation,0.9984202211690363,0.49973642593568796,2,0.00105318588730911,0.0,0.0,0.0
tier 7,second degree murder,Decision Tree,Train,1.0,1.0,21,0.0037004405286343613,1.0,1.0,1.0
tier 7,second degree murder,Decision Tree,Validation,0.9947340705634544,0.4981540084388186,3,0.001579778830963665,0.0,0.0,0.0
tier 7,human trafficking,Decision Tree,Train,0.9998237885462555,0.9782608695652174,23,0.004052863436123348,1.0,0.9565217391304348,0.9777777777777777
tier 7,human trafficking,Decision Tree,Validation,0.995260663507109,0.7129643612201753,7,0.003686150605581885,0.375,0.42857142857142855,0.4
tier 7,rape,Decision Tree,Train,0.9996475770925111,0.9814814814814814,54,0.009515418502202643,1.0,0.9629629629629629,0.9811320754716981
tier 7,rape,Decision Tree,Validation,0.9915745129015271,0.6459961242733012,17,0.008952080042127435,0.5555555555555556,0.29411764705882354,0.38461538461538464
tier 7,computer fraud,Decision Tree,Train,0.9998237885462555,0.9782608695652174,23,0.004052863436123348,1.0,0.9565217391304348,0.9777777777777777
tier 7,computer fraud,Decision Tree,Validation,0.9921011058451816,0.5603847170809096,8,0.00421274354923644,0.1111111111111111,0.125,0.11764705882352941
tier 7,terrorism financing,Decision Tree,Train,1.0,1.0,37,0.006519823788546255,1.0,1.0,1.0
tier 7,terrorism financing,Decision Tree,Validation,0.9868351764086362,0.8074548592671269,16,0.00842548709847288,0.3448275862068966,0.625,0.4444444444444444
tier 7,intellectual property theft,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 7,intellectual property theft,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,theft of public money,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 7,theft of public money,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,money laundering (international),Decision Tree,Train,1.0,1.0,13,0.0022907488986784142,1.0,1.0,1.0
tier 7,money laundering (international),Decision Tree,Validation,0.995260663507109,0.6653460116217644,6,0.00315955766192733,0.2857142857142857,0.3333333333333333,0.3076923076923077
tier 7,distribution of controlled substances resulting in serious bodily injury and death,Decision Tree,Train,0.9996475770925111,0.9614501535200934,13,0.0022907488986784142,0.9230769230769231,0.9230769230769231,0.9230769230769231
tier 7,distribution of controlled substances resulting in serious bodily injury and death,Decision Tree,Validation,0.9973670352817272,0.6658755274261603,3,0.001579778830963665,0.25,0.3333333333333333,0.2857142857142857
tier 7,obstruction of justice,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 7,obstruction of justice,Decision Tree,Validation,0.9963138493944181,0.49920844327176783,4,0.00210637177461822,0.0,0.0,0.0
tier 7,tampering with public records,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,tampering with public records,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 7,sex crimes,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,sex crimes,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,providing or possessing contraband in prison,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 7,providing or possessing contraband in prison,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 7,driving without a license,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,driving without a license,Decision Tree,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 7,smash and grab,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 7,smash and grab,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,theft of classified information,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 7,theft of classified information,Decision Tree,Validation,0.9984202211690363,0.4994731296101159,1,0.000526592943654555,0.0,0.0,0.0
tier 7,possession with intent to distribute controlled substances,Decision Tree,Train,0.9994713656387665,0.98125,80,0.014096916299559472,1.0,0.9625,0.9808917197452229
tier 7,possession with intent to distribute controlled substances,Decision Tree,Validation,0.9931542917324908,0.8525666666666667,24,0.01263823064770932,0.7391304347826086,0.7083333333333334,0.723404255319149
tier 7,major fraud against the us,Decision Tree,Train,0.9998237885462555,0.9864864864864865,37,0.006519823788546255,1.0,0.972972972972973,0.9863013698630136
tier 7,major fraud against the us,Decision Tree,Validation,0.9926276987888363,0.6481471678136581,10,0.0052659294365455505,0.3,0.3,0.3
tier 7,possession of child pornography,Decision Tree,Train,0.9998237885462555,0.96875,16,0.0028193832599118945,1.0,0.9375,0.967741935483871
tier 7,possession of child pornography,Decision Tree,Validation,0.9963138493944181,0.7846572032618544,7,0.003686150605581885,0.5,0.5714285714285714,0.5333333333333333
tier 7,vehicular assault,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 7,vehicular assault,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,first degree murder,Decision Tree,Train,0.9998237885462555,0.9903846153846154,52,0.009162995594713657,1.0,0.9807692307692307,0.9902912621359223
tier 7,first degree murder,Decision Tree,Validation,0.9947340705634544,0.7328025477707006,15,0.007898894154818325,0.7777777777777778,0.4666666666666667,0.5833333333333334
tier 7,drug possession,Decision Tree,Train,0.9996475770925111,0.9904761904761905,105,0.018502202643171806,1.0,0.9809523809523809,0.9903846153846154
tier 7,drug possession,Decision Tree,Validation,0.9831490258030542,0.8201586874663797,40,0.021063717746182202,0.5909090909090909,0.65,0.6190476190476191
tier 7,extortion,Decision Tree,Train,0.9996475770925111,0.96875,32,0.005638766519823789,1.0,0.9375,0.967741935483871
tier 7,extortion,Decision Tree,Validation,0.9921011058451816,0.7833270178097764,14,0.00737230121116377,0.47058823529411764,0.5714285714285714,0.5161290322580645
tier 7,illegal mining,Decision Tree,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 7,illegal mining,Decision Tree,Validation,0.9994734070563455,0.9997361477572559,4,0.00210637177461822,0.8,1.0,0.8888888888888888
tier 7,possession of marijuana,Decision Tree,Train,0.9996475770925111,0.967741935483871,31,0.005462555066079295,1.0,0.9354838709677419,0.9666666666666667
tier 7,possession of marijuana,Decision Tree,Validation,0.995260663507109,0.6418000604047115,7,0.003686150605581885,0.3333333333333333,0.2857142857142857,0.3076923076923077
tier 7,international drug trafficking,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 7,international drug trafficking,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 7,cyber intrusion,Decision Tree,Train,1.0,1.0,32,0.005638766519823789,1.0,1.0,1.0
tier 7,cyber intrusion,Decision Tree,Validation,0.9936808846761453,0.7070084790673027,12,0.00631911532385466,0.5,0.4166666666666667,0.45454545454545453
tier 7,human smuggling,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 7,human smuggling,Decision Tree,Validation,0.9973670352817272,0.7489457037427517,2,0.00105318588730911,0.2,0.5,0.2857142857142857
tier 7,embezzlement,Decision Tree,Train,1.0,1.0,90,0.015859030837004406,1.0,1.0,1.0
tier 7,embezzlement,Decision Tree,Validation,0.990521327014218,0.8207069834910546,31,0.016324381253291206,0.7407407407407407,0.6451612903225806,0.6896551724137931
tier 7,assault with a dangerous weapon in aid of racketeering,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 7,assault with a dangerous weapon in aid of racketeering,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 7,financial fraud,Decision Tree,Train,1.0,1.0,81,0.014273127753303964,1.0,1.0,1.0
tier 7,financial fraud,Decision Tree,Validation,0.9799894681411269,0.5896470409249962,21,0.011058451816745656,0.16,0.19047619047619047,0.17391304347826086
tier 7,sexual battery,Decision Tree,Train,1.0,1.0,22,0.0038766519823788545,1.0,1.0,1.0
tier 7,sexual battery,Decision Tree,Validation,0.9984202211690363,0.9439153439153439,9,0.004739336492890996,0.8,0.8888888888888888,0.8421052631578947
tier 7,child exploitation,Decision Tree,Train,0.9991189427312775,0.9905561947208973,109,0.01920704845814978,0.9727272727272728,0.981651376146789,0.9771689497716894
